song_title,artist,나이,성별,장르,분위기,인원수,상황
서면역에서,순순희,20대 30대,남,발라드,애절한,혼자,감성충전
서시,신성우,20대 30대,남,발라드,애절한,혼자,감성충전
서울 (with 다린),진동욱,20대 30대,남,발라드,애절한,듀엣,감성충전
서울랑데뷰 (Seoul Rendezvous),Skinny Brown,20대 30대,남,발라드,애절한,혼자,감성충전
서울의 달,김건모,20대 30대,남,발라드,애절한,혼자,감성충전
서울탱고,김용빈,20대 30대,남,발라드,애절한,혼자,감성충전
서쪽 하늘,울랄라세션,20대 30대,남,발라드,애절한,혼자,감성충전
서쪽 하늘,이승철,20대 30대,남,발라드,애절한,혼자,감성충전
석촌호수공원,최충현 (화곡동 청개구리),20대 30대,남,발라드,애절한,혼자,감성충전
선 (FEAT.우효) (45.7CM),유승우,20대 30대,남,발라드,애절한,듀엣,감성충전
선물,멜로망스,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
선물,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
선물 (FEAT.은지원),케이윌,20대 30대,남,발라드,애절한,듀엣,감성충전
선택,백지영,20대 30대,여,발라드,애절한,혼자,감성충전
선택,터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
선택 (Remix ver.),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
설국 (雪国),크루셜스타 (CRUCiAL STAR),20대 30대,남,발라드,애절한,혼자,감성충전
설레 (feat. 백예린 Of 15&),올티 (Olltii),20대 30대,남,발라드,애절한,듀엣,감성충전
설화,이츠,20대 30대,남,발라드,애절한,혼자,감성충전
성공시대,벅,20대 30대,남,발라드,애절한,혼자,감성충전
성인식,박지윤,20대 30대,남,발라드,애절한,혼자,감성충전
세글자,SG워너비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
세글자,엠투엠 (M To M),20대 30대,남,발라드,애절한,혼자,감성충전
세상 끝까지,다나,20대 30대,남,발라드,애절한,혼자,감성충전
세상 모든 어른이들에게,보라미유,20대 30대,남,발라드,애절한,혼자,감성충전
세상에 뿌려진 사랑만큼,이승환,20대 30대,남,발라드,달달,혼자,데이트
세상은 영화 같지 않더라,H1-KEY (하이키),20대 30대,남,발라드,애절한,혼자,감성충전
세상의 문 앞에서 (duet with 신해철),전람회,20대 30대,남,발라드,애절한,듀엣,감성충전
세상의 축제,YG Family,20대 30대,남,발라드,애절한,혼자,감성충전
세상이 그대를 속일지라도,김장훈,20대 30대,남,발라드,애절한,혼자,감성충전
세수,서인영,20대 30대,남,발라드,애절한,혼자,감성충전
세월열차,청룡,20대 30대,남,발라드,애절한,혼자,감성충전
세월의 흔적 다 버리고,015B,20대 30대,남,발라드,애절한,혼자,감성충전
세월이 가면,최호섭,20대 30대,남,발라드,애절한,혼자,감성충전
섹시한 남자,스페이스 A,20대 30대,남,발라드,애절한,혼자,감성충전
소나기,양홍원,20대 30대,남,발라드,애절한,혼자,감성충전
소나기,이클립스 (ECLIPSE),20대 30대,남,발라드,애절한,혼자,감성충전
소녀,이문세,20대 30대,남,발라드,애절한,혼자,감성충전
소년은 커다란 모험 앞에 서있다,세진,20대 30대,남,발라드,애절한,혼자,감성충전
소년점프 (Feat. 배기성),마미손,20대 30대,남,발라드,애절한,듀엣,감성충전
소란스런 이별,바다 (BADA),20대 30대,남,발라드,우울한,혼자,감성충전
소문 좀 내주세요,박주희,20대 30대,남,발라드,애절한,혼자,감성충전
소슬바람,nardis,20대 30대,남,발라드,애절한,혼자,감성충전
소식 (SO SICK),엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
소식 (So Sick),#안녕,20대 30대,남,발라드,애절한,혼자,감성충전
소심한 여자 (PROD. 로코베리),지아,20대 30대,남,발라드,애절한,혼자,감성충전
소우주 (Mikrokosmos),방탄소년단,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
소원,김현성,20대 30대,남,발라드,애절한,혼자,감성충전
소원을 말해봐 (Genie),소녀시대 (GIRLS' GENERATION),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
소유할수 없는 사랑,터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
소주 한 잔,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
속도위반,오이지,20대 30대,남,락,신나는,혼자,분위기 띄우기
속마음,g0nny (거니),20대 30대,남,발라드,애절한,혼자,감성충전
손만 잡을게,딘딘 (DINDIN)&방민아 (Bang Minah),20대 30대,남,발라드,애절한,듀엣,감성충전
손오공,세븐틴 (SEVENTEEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
손을 잡아줘,에이프릴 (APRIL),20대 30대,남,발라드,애절한,혼자,감성충전
솔직하게 말해서 나,김나영,20대 30대,남,발라드,애절한,혼자,감성충전
솜사탕 (feat. 티아라 은정),BGH to,20대 30대,남,발라드,애절한,듀엣,감성충전
"수고했어, 오늘도",옥상달빛,20대 30대,남,발라드,애절한,혼자,감성충전
수은등,김연자,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
순간을 영원처럼,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
순간의 순간,안녕하신가영,20대 30대,남,발라드,애절한,혼자,감성충전
순정(純情) (London Boys의 I'm Gonna Give My Heart 전주 인용),코요태,20대 30대,남/여,발라드,애절한,그룹,감성충전
술 한잔,안소미,20대 30대,남,발라드,애절한,혼자,감성충전
술 한잔 해요,지아,20대 30대,남,발라드,애절한,혼자,감성충전
술도 못하는데,주호,20대 30대,남,발라드,애절한,혼자,감성충전
술술 풀리네,도현(진소리),20대 30대,남,발라드,애절한,혼자,감성충전
술술 풀리네 (Feat. 박혜신),오정태,20대 30대,남,발라드,애절한,듀엣,감성충전
술이 문제야,윤민수 (바이브),20대 30대,남,락,신나는,혼자,분위기 띄우기
술이 문제야,장혜진&윤민수 (바이브),20대 30대,남,락,신나는,듀엣,분위기 띄우기
술이 뭐길래,지아&허각,20대 30대,남,발라드,애절한,듀엣,감성충전
술이야,바이브,20대 30대,남,락,신나는,혼자,분위기 띄우기
숨,박효신,20대 30대,남,발라드,애절한,혼자,감성충전
숨,윤미래,20대 30대,남,발라드,애절한,혼자,감성충전
숨은 마음 찾기,바닐라 어쿠스틱,20대 30대,남,발라드,애절한,혼자,감성충전
숱한 밤들,술탄 오브 더 디스코,20대 30대,남,발라드,애절한,혼자,감성충전
숲 (산과 엘리베이터),SURL (설),20대 30대,남,발라드,애절한,혼자,감성충전
쉬운 여자 아니에요 (FEAT.정형돈),리지,20대 30대,남,발라드,애절한,듀엣,감성충전
슈팅스타 캐치! 티니핑 주제곡,캐치! 티니핑,20대 30대,남,발라드,애절한,혼자,감성충전
슈퍼맨,노라조,20대 30대,남,발라드,애절한,혼자,감성충전
슈퍼슈퍼 (SuperSuper),영탁,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
스무살,YB (윤도현 밴드),20대 30대,남,락,신나는,그룹,분위기 띄우기
스무살,플라스틱 (Plastic),20대 30대,남,발라드,애절한,혼자,감성충전
스무살이 왜이리 능글맞아 (Feat. 숀 (SHAUN)),오반(OVAN),20대 30대,남,발라드,애절한,듀엣,감성충전
스물 끝에,강민경,20대 30대,남,발라드,애절한,혼자,감성충전
스물 아홉 문득,3호선 버터플라이,20대 30대,남,발라드,애절한,혼자,감성충전
"스물다섯, 스물하나",자우림,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
스물셋,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
스물아홉,오왠 (O.WHEN),20대 30대,남,발라드,애절한,혼자,감성충전
스물에게 (Dear Diary),예리 (YERI),20대 30대,남,발라드,애절한,혼자,감성충전
스물여덟,이상근,20대 30대,남,발라드,애절한,혼자,감성충전
스물여섯,이현우,20대 30대,남,발라드,애절한,혼자,감성충전
스치듯 노을,방성원,20대 30대,남,발라드,애절한,혼자,감성충전
스토커,10CM,20대 30대,남,발라드,애절한,혼자,감성충전
스티커 사진,21학번,20대 30대,남,발라드,애절한,혼자,감성충전
슬퍼지려 하기 전에,쿨,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
슬픈 계절에 만나요,백영규,20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 선물,김장훈,20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 언약식,김정민,20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 초대장,순순희 (지환),20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 초대장,한경일,20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 표정 하지 말아요,신해철,20대 30대,남,발라드,우울한,혼자,감성충전
슬픈 혼잣말,임창정,20대 30대,남,발라드,우울한,혼자,감성충전
슬픔을 참는 세가지 방법,혜령,20대 30대,남,발라드,애절한,혼자,감성충전
슬픔활용법,김범수,20대 30대,남,발라드,애절한,혼자,감성충전
습관,롤러코스터,20대 30대,남,발라드,애절한,혼자,감성충전
시간과 낙엽,AKMU (악뮤),20대 30대,남/여,발라드,애절한,그룹,감성충전
시간아 멈춰라,다비치,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
시간에 기대어,이브 (Eve),30대 40대,남,락,애절한,그룹,고음어필
시간을 거슬러,린 (LYn),20대 30대,여,발라드,애절한,혼자,감성충전
시간을 견디면,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
시간을 달려서 (ROUGH),여자친구 (GFRIEND),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
시간의 갈피 (Folds of Time),양파,20대 30대,여,발라드,애절한,혼자,감성충전
시간이 들겠지 (Feat. Colde),로꼬,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
시간이 흐른 뒤 (As Time Goes By),윤미래,20대 30대,남,발라드,애절한,혼자,감성충전
시계바늘,신유,20대 30대,남,발라드,애절한,혼자,감성충전
시끄러!!,유키스,20대 30대,남,발라드,애절한,혼자,감성충전
시든 꽃에 물을 주듯,HYNN (박혜원),20대 30대,여,발라드,애절한,혼자,고음어필
시선,스웨덴세탁소,20대 30대,남,발라드,애절한,혼자,감성충전
시선 (see sun),JK 김동욱,20대 30대,남,발라드,애절한,혼자,감성충전
시작,가호 (Gaho),20대 30대,남,발라드,애절한,혼자,감성충전
"시작됐나, 봄",장덕철,20대 30대,남,발라드,달달,혼자,데이트
시작의 아이,마크툽 (MAKTUB),20대 30대,남,발라드,애절한,혼자,감성충전
시작의 아이 ❍,마크툽 (MAKTUB),20대 30대,남,발라드,애절한,혼자,감성충전
시작이 좋아 (feat. 강민희 Of 미스에스),버벌진트 (Verbal Jint),10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
시차,방탄소년단,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
시차 (We Are) (Feat. 로꼬 & GRAY),우원재,20대 30대,남,발라드,애절한,듀엣,감성충전
신사동 그사람,주현미,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
신용재,하은 (포맨),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
신촌을 못가,V.O.S,20대 30대,남,발라드,애절한,그룹,감성충전
신촌을 못가,포스트맨 (POSTMEN),20대 30대,남,발라드,애절한,혼자,감성충전
신호는 잘 지켜,기원(Giwon),20대 30대,남,발라드,애절한,혼자,감성충전
신호등,이무진,20대 30대,남,발라드,애절한,혼자,감성충전
실리콘밸리 (feat. 키드밀리 (Kid Milli)),김상민그는감히전설이라고할수있다,20대 30대,남,발라드,애절한,듀엣,감성충전
실화,린 (LYn),20대 30대,여,발라드,애절한,혼자,감성충전
심(心),DK(디셈버),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
심장이 없어,에이트 (8Eight),20대 30대,남,발라드,애절한,혼자,감성충전
심장이 없어 (10th Anniversary Ver.),에이트 (8Eight),20대 30대,남,발라드,애절한,혼자,감성충전
심쿵 (feat. 주니엘),니엘 (틴탑),20대 30대,남,발라드,애절한,듀엣,감성충전
심쿵해 (HEART ATTACK),AOA,20대 30대,남,발라드,애절한,혼자,감성충전
싱숭생숭 (SSSS),다이나믹 듀오&박정현,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
싸울래,미노이 (meenoi),20대 30대,남,발라드,애절한,혼자,감성충전
쌈바의 여인,설운도,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
썸,오유진,20대 30대,남,발라드,애절한,혼자,감성충전
썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)&정기고,20대 30대,남,발라드,애절한,듀엣,감성충전
썸 (Feat. 릴보이 Of 긱스),정기고,20대 30대,남,발라드,애절한,듀엣,감성충전
썸데이 (싱글파파는 열애중 OST 삽입곡),김동희,20대 30대,남,발라드,애절한,혼자,감성충전
썸밍아웃,김요한,20대 30대,남,발라드,애절한,혼자,감성충전
"쏘리 쏘리 (Sorry, Sorry)",SUPER JUNIOR (슈퍼주니어),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
쏜살,김호중,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
아가씨,이민규,20대 30대,남,발라드,애절한,혼자,감성충전
아껴둔 사랑을 위해,이주원,20대 30대,남,발라드,달달,혼자,데이트
"아끼지마 (feat. 초아(AOA), 아이언) (Don’t Be Shy)",프라이머리 (Primary),20대 30대,남,발라드,애절한,듀엣,감성충전
아나요,케이시 (Kassy),20대 30대,여,발라드,애절한,혼자,감성충전
아는 여자,데이라이트,20대 30대,남,발라드,애절한,혼자,감성충전
"아는 오빠 얘기 (feat. 최나영, Bonnie)",8390 프로젝트,20대 30대,남,발라드,애절한,듀엣,감성충전
아는사람 얘기,San E (산이),10대 20대,남,힙합,신나는,혼자,분위기 띄우기
아디오스 아모르 (Adios amor),써니힐,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
아로하,조정석,20대 30대,남,발라드,애절한,혼자,감성충전
아름다운 (Feat. 헤이즈),신용재 (2F),20대 30대,남,발라드,애절한,듀엣,감성충전
아름다운 당신이여,진해성,20대 30대,남,발라드,애절한,혼자,감성충전
아름다운 밤,울랄라세션,20대 30대,남,발라드,애절한,혼자,감성충전
아름다운 밤이야,비스트 (Beast),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
아름다운 사랑이었다고,찬울,20대 30대,남,발라드,달달,혼자,데이트
아름다운 이별,유성은,20대 30대,남,발라드,우울한,혼자,감성충전
아름답고도 아프구나,비투비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"아름답고도 아프구나 (상아, 초원, 주현)",LIGHTSUM,20대 30대,남,발라드,애절한,혼자,감성충전
아마도 그건,homezone,20대 30대,남,발라드,애절한,혼자,감성충전
아마도 그건,최용준,20대 30대,남,발라드,애절한,혼자,감성충전
아마도 사랑인가 봐,Young K (DAY6),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
아마추어,이승철,20대 30대,남,발라드,애절한,혼자,감성충전
아모르 파티,김연자,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
아무것도 안할거야,수퍼수,20대 30대,남,발라드,애절한,혼자,감성충전
아무노래,지코 (ZICO),10대 20대,남,힙합,신나는,혼자,분위기 띄우기
아무래도 난,주시크 (Joosiq),20대 30대,남,발라드,애절한,혼자,감성충전
"아무렇지 않게, 안녕",HYNN (박혜원),20대 30대,여,발라드,애절한,혼자,고음어필
아무렇지 않은 듯,지세희,20대 30대,남,발라드,애절한,혼자,감성충전
아버지,싸이 (PSY),20대 30대,남,발라드,애절한,혼자,감성충전
아버지란 그 이름,조항조,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
아쉬운 사랑,김세화,20대 30대,남,발라드,달달,혼자,데이트
아스피린 (Eve ver.),이브 (Eve),30대 40대,남,락,애절한,그룹,고음어필
아이와 나의 바다,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
아저씨,노건,20대 30대,남,발라드,애절한,혼자,감성충전
아주 NICE,세븐틴 (SEVENTEEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"아주 먼 곳에서, 가장 가깝게",정엽,20대 30대,남,발라드,애절한,혼자,감성충전
아지랑이,LUCY,20대 30대,남,락,신나는,그룹,분위기 띄우기
아직 그 꿈에,로시 (Rothy),20대 30대,남,발라드,애절한,혼자,감성충전
아직 너를 사랑하는 건 맞아(Prod.로코베리),수소진,20대 30대,남,발라드,달달,혼자,데이트
아직 못다한 이야기 (FEAT.BMK),김진표 (JP),20대 30대,남,발라드,애절한,듀엣,감성충전
아직 슬픈 사랑의 노래,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,우울한,그룹,감성충전
아직은 잊지 말기로 해요,숙희,20대 30대,남,발라드,애절한,혼자,감성충전
아파 (Slow),2NE1,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
아파 아이야,양파,20대 30대,여,발라드,애절한,혼자,감성충전
아파트,윤수일,20대 30대,남,발라드,애절한,혼자,감성충전
아팠기에 사랑이다 좋았기에 이별이다,한동근,20대 30대,남,발라드,우울한,혼자,감성충전
아프고 아픈 이름...,Ann One,20대 30대,남,발라드,애절한,혼자,감성충전
아프고 화나고 미안해,하은,20대 30대,남,발라드,애절한,혼자,감성충전
아프단 말야,반하나,20대 30대,남,발라드,애절한,혼자,감성충전
아픈 나를 (Prod. By 나얼),성시경,20대 30대,남,발라드,애절한,혼자,감성충전
악취,김사월,20대 30대,남,발라드,애절한,혼자,감성충전
안 된다는 말보다 늦었다는 그 말이 더 아파,허성정,20대 30대,남,발라드,애절한,혼자,감성충전
안 될 사람,헤이즈 (Heize),20대 30대,여,R&B,달달,혼자,데이트
안개,짙은,20대 30대,남,발라드,애절한,혼자,감성충전
안녕 (Hello),조이 (JOY),20대 30대,남,발라드,애절한,혼자,감성충전
"안녕 그때, 그대",제이세라 (J-Cera),20대 30대,남,발라드,애절한,혼자,감성충전
"안녕, 잘 지내.",홍이삭,20대 30대,남,발라드,애절한,혼자,감성충전
안녕이라고 말하지마,다비치,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
안녕하세오 샴푸애요 (I AM...),비비 (BIBI),20대 30대,여,R&B,달달,혼자,데이트
안동역에서,진성,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
안돼요 돼요,배그나,20대 30대,남,발라드,애절한,혼자,감성충전
안되나용 (Feat. 휘성(Realslow)),김영철,20대 30대,남,발라드,애절한,듀엣,감성충전
안부 (duet with 나윤권),별,20대 30대,남,발라드,애절한,듀엣,감성충전
안아보자 (feat. 정엽),제아,20대 30대,남,발라드,애절한,듀엣,감성충전
안아줘,정준일,20대 30대,남,발라드,애절한,혼자,감성충전
알겠어요 미안해요,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
알고 싶어요,이선희,20대 30대,여,발라드,애절한,혼자,감성충전
알고 싶은데 (feat. 신예찬 of LUCY),김수영,20대 30대,남,발라드,애절한,듀엣,감성충전
알고말고 (Feat. TRADE L),Chan (찬),20대 30대,남,발라드,애절한,듀엣,감성충전
알뜰한 당신,황금심,20대 30대,남,발라드,애절한,혼자,감성충전
알랑가 모르겠어,성 리 (SEONGRI),20대 30대,남,발라드,애절한,혼자,감성충전
알랑말랑 (allang mallang),ZIN CHOI,20대 30대,남,발라드,애절한,혼자,감성충전
압구정로데오,허각,20대 30대,남,발라드,애절한,혼자,감성충전
앗! 뜨거,박현빈,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
앞머리,정승환,20대 30대,남,발라드,애절한,혼자,감성충전
애상,박지윤,20대 30대,남,발라드,애절한,혼자,감성충전
애상,쿨,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
애송이 (feat. Psy),렉시,20대 30대,남,발라드,애절한,듀엣,감성충전
애송이의 사랑,양파,20대 30대,여,발라드,달달,혼자,데이트
애수의 소야곡,남인수,20대 30대,남,발라드,애절한,혼자,감성충전
애쓰지 마요,박보람,20대 30대,남,발라드,애절한,혼자,감성충전
애원,진시몬,20대 30대,남,발라드,애절한,혼자,감성충전
애인,송창식,20대 30대,남,발라드,애절한,혼자,감성충전
애인... 있어요,이은미,20대 30대,남,발라드,애절한,혼자,감성충전
애인유무,TOIL,20대 30대,남,발라드,애절한,혼자,감성충전
애인이 생겼어요 (True Love),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
애인이 생기면 하고 싶은 일 (WITH 비),지나 (G.NA),20대 30대,남,발라드,애절한,듀엣,감성충전
애정표현,플라워,20대 30대,남,락,신나는,혼자,분위기 띄우기
야 좋냐,유민,20대 30대,남,발라드,애절한,혼자,감성충전
야경,터치드 (Touched),20대 30대,남,발라드,애절한,혼자,감성충전
야상곡(夜想曲),김윤아,20대 30대,남,락,신나는,혼자,분위기 띄우기
야생화,박효신,20대 30대,남,발라드,애절한,혼자,감성충전
야야야,베이비 복스,20대 30대,남,발라드,애절한,혼자,감성충전
야행성 (Regulus),원위 (ONEWE),20대 30대,남,발라드,애절한,혼자,감성충전
약속해요 (I.P.U.),Wanna One (워너원),20대 30대,남,발라드,애절한,혼자,감성충전
얄미운 사람,김용빈,20대 30대,남,발라드,애절한,혼자,감성충전
얄미운 사람,박지현,20대 30대,남,발라드,애절한,혼자,감성충전
양자역학,데이네버체인지(TheyNeverChange),20대 30대,남,발라드,애절한,혼자,감성충전
어긋난 사랑,터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
어김없이,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
어깨,소유 (SOYOU)&권정열,20대 30대,남,발라드,애절한,듀엣,감성충전
어느 날 우리가,전우성,20대 30대,남,발라드,애절한,혼자,감성충전
어느 째즈바...,터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
어느날 머리에서 뿔이 자랐다 (CROWN),투모로우바이투게더,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
어둠을 삼켜 (before it consumes u),Young KO,20대 30대,남,발라드,애절한,혼자,감성충전
어드벤처,심재현,20대 30대,남,발라드,애절한,혼자,감성충전
어디든 갈게,성영주,20대 30대,남,발라드,애절한,혼자,감성충전
어디든 좋아 (Feat. Akita),공기남,20대 30대,남,발라드,달달,듀엣,데이트
어디에도,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
어떠한 사랑(Kind of Love),KYSB(김영석밴드),20대 30대,남,락,신나는,그룹,분위기 띄우기
어떡하라고,나상현씨밴드,20대 30대,남,락,신나는,그룹,분위기 띄우기
"어떤 바람이 불어도, 어떤 계절이 다시 와도",정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
어떤 우울이 우리를 흔들겠어요 (Best regards),유라 (youra),20대 30대,남,발라드,애절한,혼자,감성충전
어떤가요,박화요비,20대 30대,남,발라드,애절한,혼자,감성충전
어떤가요?,이정봉,20대 30대,남,발라드,애절한,혼자,감성충전
어떻게 (PROD. BY PHILTRE),류준열,20대 30대,남,발라드,애절한,혼자,감성충전
어떻게 사랑이 그래요,이승환,20대 30대,남,발라드,달달,혼자,데이트
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),20대 30대,남/여,발라드,우울한,그룹,감성충전
어떻게 지내,Crush,20대 30대,남,R&B,달달,혼자,데이트
어른,Sondia,20대 30대,남,발라드,애절한,혼자,감성충전
어른 아이,세븐틴 (SEVENTEEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
어른아이,로지 피피,20대 30대,남,발라드,애절한,혼자,감성충전
어른아이 (Toddler),태연 (TAEYEON),20대 30대,여,발라드,애절한,혼자,감성충전
어른연습생,온도,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 되는 레시피,심규선,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 되는 일,어반자카파,20대 30대,남/여,발라드,애절한,그룹,감성충전
어른이 된다는 건,장희원,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 된다는 건,최제니,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 된다는게,김나영,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 된다면,김뜻돌,20대 30대,남,발라드,애절한,혼자,감성충전
어른이 처음이야,위수 (WISUE),20대 30대,남,발라드,애절한,혼자,감성충전
어른인 듯 아닌 듯,안녕하신가영,20대 30대,남,발라드,애절한,혼자,감성충전
어리고 부끄럽고 바보 같은,Xdinary Heroes,20대 30대,남,발라드,애절한,혼자,감성충전
어린양,검정치마,20대 30대,남,발라드,애절한,혼자,감성충전
어린잠,전유진,20대 30대,남,발라드,애절한,혼자,감성충전
어머나!,장윤정,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
어제 오늘 내일,케빈오,20대 30대,남,발라드,애절한,혼자,감성충전
어제보다 슬픈 오늘,우디 (Woody),20대 30대,남,발라드,우울한,혼자,감성충전
어제처럼,제이 (J.ae),20대 30대,남,발라드,애절한,혼자,감성충전
어쩌겠어요 내 맘이 그렇다는데,리도어 (Redoor),20대 30대,남,발라드,애절한,혼자,감성충전
어쩌나,세븐틴 (SEVENTEEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
어쩌면 나는 사라질지도 몰라 (Feat. onda),harusok,20대 30대,남,발라드,애절한,듀엣,감성충전
어쩌면 또 마지막이 될까봐 (Feat. Ayul (이아율)),뎁트,20대 30대,남,발라드,애절한,듀엣,감성충전
어쩐지,베란다 프로젝트,20대 30대,남,발라드,애절한,혼자,감성충전
어쩔 수 없지 뭐,하이라이트 (HIGHLIGHT),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
언제나,허각,20대 30대,남,발라드,애절한,혼자,감성충전
언제나 괜찮아,신용재 (2F),20대 30대,남,발라드,애절한,혼자,감성충전
언제나 그 자리에,신효범,20대 30대,남,발라드,애절한,혼자,감성충전
언제나 그랬죠,브라운 아이즈,20대 30대,남,발라드,애절한,혼자,감성충전
언제나 사랑해,케이시 (Kassy),20대 30대,여,발라드,달달,혼자,데이트
언제나 여름,Lacuna (라쿠나),20대 30대,남,발라드,애절한,혼자,감성충전
언제쯤이면 (DUET.아이유),윤현상,20대 30대,남,발라드,애절한,혼자,감성충전
언젠가 너와 나 (Feat. 카더가든),윤지영,20대 30대,남,발라드,애절한,듀엣,감성충전
언젠가 눈부시게 빛날 테니 (언눈빛),미도와 파라솔,20대 30대,남,발라드,애절한,혼자,감성충전
언젠가 우리,반광옥,20대 30대,남,발라드,애절한,혼자,감성충전
언젠가는,이상은,20대 30대,남,발라드,애절한,혼자,감성충전
얼굴 찌푸리지 말아요,하이라이트 (HIGHLIGHT),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
얼쑤,윙크,20대 30대,남,발라드,애절한,혼자,감성충전
엄마가 딸에게 (feat. 김규리) (Original ver.),김창기,20대 30대,남,발라드,애절한,듀엣,감성충전
엄마가 보고싶단다,나미애,20대 30대,남,발라드,애절한,혼자,감성충전
엄마아리랑,송가인,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
엄머,송단비,20대 30대,남,발라드,애절한,혼자,감성충전
엄지 척,홍진영,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
없는 엔딩(Feat.TRADE L),영주,20대 30대,남,발라드,애절한,듀엣,감성충전
없잖아,노아코스트 (Noa Coast),20대 30대,남,발라드,애절한,혼자,감성충전
엉망 (MESS),Stray Kids (스트레이 키즈),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
엉망진창,구구 (GuGu),20대 30대,남,발라드,애절한,혼자,감성충전
에너제틱 (Energetic),Wanna One (워너원),20대 30대,남,발라드,애절한,혼자,감성충전
에잇 (Prod. & Feat. SUGA of BTS),아이유 (IU),20대 30대,여,발라드,애절한,듀엣,감성충전
에피소드,이무진,20대 30대,남,발라드,애절한,혼자,감성충전
엔딩. (Feat. 새빛),Miiro (미로),20대 30대,남,발라드,애절한,듀엣,감성충전
여기,차우 (Chawoo),20대 30대,남,발라드,애절한,혼자,감성충전
여기 있어 그대,SURL (설),20대 30대,남,발라드,애절한,혼자,감성충전
